2020-12-26 02:10:01 DEBUG logging:38 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2020-12-26 02:10:01 DEBUG HibernatePersistenceProvider:88 - Located and parsed 1 persistence units; checking each
2020-12-26 02:10:01 DEBUG HibernatePersistenceProvider:96 - Checking persistence-unit [name=jpaGsc, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [jpaGsc]
2020-12-26 02:10:01 DEBUG ProviderChecker:86 - Persistence-unit [jpaGsc] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2020-12-26 02:10:01 DEBUG LogHelper:102 - PersistenceUnitInfo [
	name: jpaGsc
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/moham/eclipse-workspaces/grcBochra/gestion-stations-carburant/gestion-stations-carburant-jpa/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		ma.ac.fstt.sim.jpa.entities.Carburant]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: com.mysql.jdbc.Driver
		javax.persistence.jdbc.password: 
		hibernate.dialect: org.hibernate.dialect.MySQLInnoDBDialect
		javax.persistence.jdbc.url: jdbc:mysql://localhost:3306/gsc?serverTimezone=UTC
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: update
		hibernate.format_sql: true
		javax.persistence.jdbc.user: root]
2020-12-26 02:10:01 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2020-12-26 02:10:01 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2020-12-26 02:10:01 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2020-12-26 02:10:02 INFO  Version:46 - HHH000412: Hibernate Core {5.4.0.Final}
2020-12-26 02:10:02 INFO  Environment:199 - HHH000206: hibernate.properties not found
2020-12-26 02:10:02 DEBUG ServiceBinding:68 - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2020-12-26 02:10:02 DEBUG RegionFactoryInitiator:118 - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
2020-12-26 02:10:02 DEBUG RegionFactoryInitiator:49 - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2020-12-26 02:10:02 INFO  Version:49 - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into histo_carb (id_carburant, date, prix, id_station, id_histo_carb) values (?, ?, ?, ?, ?)
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:394 -  Update 0: update histo_carb set id_carburant=?, date=?, prix=?, id_station=? where id_histo_carb=?
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from histo_carb where id_histo_carb=?
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@370c1968]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : carburant
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@a22c4d8]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : date
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : prix
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : station
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@61ecbee9]
2020-12-26 02:47:13 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:47:13 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
2020-12-26 02:47:13 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
    - Returns
       - EntityReturnImpl(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb, querySpaceUid=<gen:0>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb)
          - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Carburant, querySpaceUid=<gen:1>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb.carburant)
          - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Station, querySpaceUid=<gen:2>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb.station)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
          - SQL table alias mapping - histocarb0_
          - alias suffix - 0_
          - suffixed key columns - {id_histo1_1_0_}

2020-12-26 02:47:13 DEBUG EntityLoader:137 - Static select for entity ma.ac.fstt.sim.jpa.entities.HistoCarb [NONE]: select histocarb0_.id_histo_carb as id_histo1_1_0_, histocarb0_.id_carburant as id_carbu4_1_0_, histocarb0_.date as date2_1_0_, histocarb0_.prix as prix3_1_0_, histocarb0_.id_station as id_stati5_1_0_ from histo_carb histocarb0_ where histocarb0_.id_histo_carb=?
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6468a7b6]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : carburant
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@696b4a95]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : date
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : prix
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : station
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6c1cfa53]
2020-12-26 02:47:13 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:47:13 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
2020-12-26 02:47:13 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
    - Returns
       - EntityReturnImpl(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb, querySpaceUid=<gen:0>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb)
          - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Carburant, querySpaceUid=<gen:1>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb.carburant)
          - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Station, querySpaceUid=<gen:2>, path=ma.ac.fstt.sim.jpa.entities.HistoCarb.station)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
          - SQL table alias mapping - histocarb0_
          - alias suffix - 0_
          - suffixed key columns - {id_histo1_1_0_}

2020-12-26 02:47:13 DEBUG EntityLoader:137 - Static select for entity ma.ac.fstt.sim.jpa.entities.HistoCarb [READ]: select histocarb0_.id_histo_carb as id_histo1_1_0_, histocarb0_.id_carburant as id_carbu4_1_0_, histocarb0_.date as date2_1_0_, histocarb0_.prix as prix3_1_0_, histocarb0_.id_station as id_stati5_1_0_ from histo_carb histocarb0_ where histocarb0_.id_histo_carb=?
2020-12-26 02:47:13 DEBUG Loader:38 - Static select for action ACTION_MERGE on entity ma.ac.fstt.sim.jpa.entities.HistoCarb: select histocarb0_.id_histo_carb as id_histo1_1_0_, histocarb0_.id_carburant as id_carbu4_1_0_, histocarb0_.date as date2_1_0_, histocarb0_.prix as prix3_1_0_, histocarb0_.id_station as id_stati5_1_0_ from histo_carb histocarb0_ where histocarb0_.id_histo_carb=?
2020-12-26 02:47:13 DEBUG Loader:38 - Static select for action ACTION_REFRESH on entity ma.ac.fstt.sim.jpa.entities.HistoCarb: select histocarb0_.id_histo_carb as id_histo1_1_0_, histocarb0_.id_carburant as id_carbu4_1_0_, histocarb0_.date as date2_1_0_, histocarb0_.prix as prix3_1_0_, histocarb0_.id_station as id_stati5_1_0_ from histo_carb histocarb0_ where histocarb0_.id_histo_carb=?
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:3794 - Static SQL for entity: ma.ac.fstt.sim.jpa.entities.Carburant
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:3799 -  Version select: select id_carburant from carburant where id_carburant =?
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:3802 -  Snapshot select: select carburant_.id_carburant, carburant_.description as descript2_0_, carburant_.nom_carburant as nom_carb3_0_ from carburant carburant_ where carburant_.id_carburant=?
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into carburant (description, nom_carburant, id_carburant) values (?, ?, ?)
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:394 -  Update 0: update carburant set description=?, nom_carburant=? where id_carburant=?
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from carburant where id_carburant=?
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3762c4fc]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : description
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@135a8c6f]
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@36aa52d2]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.carburant
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : histoCarbs.carburant
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.date
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.prix
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.station
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@f1f7db2]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : nomCarburant
2020-12-26 02:47:13 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:47:13 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
2020-12-26 02:47:13 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=ma.ac.fstt.sim.jpa.entities.Carburant)
    - Returns
       - EntityReturnImpl(entity=ma.ac.fstt.sim.jpa.entities.Carburant, querySpaceUid=<gen:0>, path=ma.ac.fstt.sim.jpa.entities.Carburant)
          - CollectionAttributeFetchImpl(collection=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs, querySpaceUid=<gen:1>, path=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs)
             - (collection element) CollectionFetchableElementEntityGraph(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb, querySpaceUid=<gen:2>, path=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs.<elements>)
                - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Station, querySpaceUid=<gen:3>, path=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs.<elements>.station)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ma.ac.fstt.sim.jpa.entities.Carburant)
          - SQL table alias mapping - carburant0_
          - alias suffix - 0_
          - suffixed key columns - {id_carbu1_0_0_}
          - JOIN (JoinDefinedByMetadata(histoCarbs)) : <gen:0> -> <gen:1>
             - CollectionQuerySpaceImpl(uid=<gen:1>, collection=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs)
                - SQL table alias mapping - histocarbs1_
                - alias suffix - 1_
                - suffixed key columns - {id_carbu4_1_1_}
                - entity-element alias suffix - 2_
                - 2_entity-element suffixed key columns - id_histo1_1_2_
                - JOIN (JoinDefinedByMetadata(elements)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
                      - SQL table alias mapping - histocarbs1_
                      - alias suffix - 2_
                      - suffixed key columns - {id_histo1_1_2_}

2020-12-26 02:47:13 DEBUG EntityLoader:137 - Static select for entity ma.ac.fstt.sim.jpa.entities.Carburant [NONE]: select carburant0_.id_carburant as id_carbu1_0_0_, carburant0_.description as descript2_0_0_, carburant0_.nom_carburant as nom_carb3_0_0_, histocarbs1_.id_carburant as id_carbu4_1_1_, histocarbs1_.id_histo_carb as id_histo1_1_1_, histocarbs1_.id_histo_carb as id_histo1_1_2_, histocarbs1_.id_carburant as id_carbu4_1_2_, histocarbs1_.date as date2_1_2_, histocarbs1_.prix as prix3_1_2_, histocarbs1_.id_station as id_stati5_1_2_ from carburant carburant0_ left outer join histo_carb histocarbs1_ on carburant0_.id_carburant=histocarbs1_.id_carburant where carburant0_.id_carburant=?
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3d1f558a]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : description
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@28f4f300]
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@2b5c4f17]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.carburant
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : histoCarbs.carburant
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.date
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.prix
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.station
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@66933239]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : nomCarburant
2020-12-26 02:47:13 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:47:13 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
2020-12-26 02:47:13 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=ma.ac.fstt.sim.jpa.entities.Carburant)
    - Returns
       - EntityReturnImpl(entity=ma.ac.fstt.sim.jpa.entities.Carburant, querySpaceUid=<gen:0>, path=ma.ac.fstt.sim.jpa.entities.Carburant)
          - CollectionAttributeFetchImpl(collection=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs, querySpaceUid=<gen:1>, path=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs)
             - (collection element) CollectionFetchableElementEntityGraph(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb, querySpaceUid=<gen:2>, path=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs.<elements>)
                - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Station, querySpaceUid=<gen:3>, path=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs.<elements>.station)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ma.ac.fstt.sim.jpa.entities.Carburant)
          - SQL table alias mapping - carburant0_
          - alias suffix - 0_
          - suffixed key columns - {id_carbu1_0_0_}
          - JOIN (JoinDefinedByMetadata(histoCarbs)) : <gen:0> -> <gen:1>
             - CollectionQuerySpaceImpl(uid=<gen:1>, collection=ma.ac.fstt.sim.jpa.entities.Carburant.histoCarbs)
                - SQL table alias mapping - histocarbs1_
                - alias suffix - 1_
                - suffixed key columns - {id_carbu4_1_1_}
                - entity-element alias suffix - 2_
                - 2_entity-element suffixed key columns - id_histo1_1_2_
                - JOIN (JoinDefinedByMetadata(elements)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
                      - SQL table alias mapping - histocarbs1_
                      - alias suffix - 2_
                      - suffixed key columns - {id_histo1_1_2_}

2020-12-26 02:47:13 DEBUG EntityLoader:137 - Static select for entity ma.ac.fstt.sim.jpa.entities.Carburant [READ]: select carburant0_.id_carburant as id_carbu1_0_0_, carburant0_.description as descript2_0_0_, carburant0_.nom_carburant as nom_carb3_0_0_, histocarbs1_.id_carburant as id_carbu4_1_1_, histocarbs1_.id_histo_carb as id_histo1_1_1_, histocarbs1_.id_histo_carb as id_histo1_1_2_, histocarbs1_.id_carburant as id_carbu4_1_2_, histocarbs1_.date as date2_1_2_, histocarbs1_.prix as prix3_1_2_, histocarbs1_.id_station as id_stati5_1_2_ from carburant carburant0_ left outer join histo_carb histocarbs1_ on carburant0_.id_carburant=histocarbs1_.id_carburant where carburant0_.id_carburant=?
2020-12-26 02:47:13 DEBUG Loader:38 - Static select for action ACTION_MERGE on entity ma.ac.fstt.sim.jpa.entities.Carburant: select carburant0_.id_carburant as id_carbu1_0_1_, carburant0_.description as descript2_0_1_, carburant0_.nom_carburant as nom_carb3_0_1_, histocarbs1_.id_carburant as id_carbu4_1_3_, histocarbs1_.id_histo_carb as id_histo1_1_3_, histocarbs1_.id_histo_carb as id_histo1_1_0_, histocarbs1_.id_carburant as id_carbu4_1_0_, histocarbs1_.date as date2_1_0_, histocarbs1_.prix as prix3_1_0_, histocarbs1_.id_station as id_stati5_1_0_ from carburant carburant0_ left outer join histo_carb histocarbs1_ on carburant0_.id_carburant=histocarbs1_.id_carburant where carburant0_.id_carburant=?
2020-12-26 02:47:13 DEBUG Loader:38 - Static select for action ACTION_REFRESH on entity ma.ac.fstt.sim.jpa.entities.Carburant: select carburant0_.id_carburant as id_carbu1_0_1_, carburant0_.description as descript2_0_1_, carburant0_.nom_carburant as nom_carb3_0_1_, histocarbs1_.id_carburant as id_carbu4_1_3_, histocarbs1_.id_histo_carb as id_histo1_1_3_, histocarbs1_.id_histo_carb as id_histo1_1_0_, histocarbs1_.id_carburant as id_carbu4_1_0_, histocarbs1_.date as date2_1_0_, histocarbs1_.prix as prix3_1_0_, histocarbs1_.id_station as id_stati5_1_0_ from carburant carburant0_ left outer join histo_carb histocarbs1_ on carburant0_.id_carburant=histocarbs1_.id_carburant where carburant0_.id_carburant=?
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:3794 - Static SQL for entity: ma.ac.fstt.sim.jpa.entities.Station
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:3799 -  Version select: select id_station from station where id_station =?
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:3802 -  Snapshot select: select station_.id_station, station_.adresse as adresse2_2_, station_.nom_station as nom_stat3_2_, station_.ville as ville4_2_ from station station_ where station_.id_station=?
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into station (adresse, nom_station, ville, id_station) values (?, ?, ?, ?)
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:394 -  Update 0: update station set adresse=?, nom_station=?, ville=? where id_station=?
2020-12-26 02:47:13 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from station where id_station=?
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@177c41d7]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : adresse
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@1d61a348]
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@78a515e4]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.carburant
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@41a374be]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.date
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.prix
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.station
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : histoCarbs.station
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : nomStation
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : ville
2020-12-26 02:47:13 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:47:13 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
2020-12-26 02:47:13 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=ma.ac.fstt.sim.jpa.entities.Station)
    - Returns
       - EntityReturnImpl(entity=ma.ac.fstt.sim.jpa.entities.Station, querySpaceUid=<gen:0>, path=ma.ac.fstt.sim.jpa.entities.Station)
          - CollectionAttributeFetchImpl(collection=ma.ac.fstt.sim.jpa.entities.Station.histoCarbs, querySpaceUid=<gen:1>, path=ma.ac.fstt.sim.jpa.entities.Station.histoCarbs)
             - (collection element) CollectionFetchableElementEntityGraph(entity=ma.ac.fstt.sim.jpa.entities.HistoCarb, querySpaceUid=<gen:2>, path=ma.ac.fstt.sim.jpa.entities.Station.histoCarbs.<elements>)
                - EntityAttributeFetchImpl(entity=ma.ac.fstt.sim.jpa.entities.Carburant, querySpaceUid=<gen:3>, path=ma.ac.fstt.sim.jpa.entities.Station.histoCarbs.<elements>.carburant)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=ma.ac.fstt.sim.jpa.entities.Station)
          - SQL table alias mapping - station0_
          - alias suffix - 0_
          - suffixed key columns - {id_stati1_2_0_}
          - JOIN (JoinDefinedByMetadata(histoCarbs)) : <gen:0> -> <gen:1>
             - CollectionQuerySpaceImpl(uid=<gen:1>, collection=ma.ac.fstt.sim.jpa.entities.Station.histoCarbs)
                - SQL table alias mapping - histocarbs1_
                - alias suffix - 1_
                - suffixed key columns - {id_stati5_1_1_}
                - entity-element alias suffix - 2_
                - 2_entity-element suffixed key columns - id_histo1_1_2_
                - JOIN (JoinDefinedByMetadata(elements)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=ma.ac.fstt.sim.jpa.entities.HistoCarb)
                      - SQL table alias mapping - histocarbs1_
                      - alias suffix - 2_
                      - suffixed key columns - {id_histo1_1_2_}

2020-12-26 02:47:13 DEBUG EntityLoader:137 - Static select for entity ma.ac.fstt.sim.jpa.entities.Station [NONE]: select station0_.id_station as id_stati1_2_0_, station0_.adresse as adresse2_2_0_, station0_.nom_station as nom_stat3_2_0_, station0_.ville as ville4_2_0_, histocarbs1_.id_station as id_stati5_1_1_, histocarbs1_.id_histo_carb as id_histo1_1_1_, histocarbs1_.id_histo_carb as id_histo1_1_2_, histocarbs1_.id_carburant as id_carbu4_1_2_, histocarbs1_.date as date2_1_2_, histocarbs1_.prix as prix3_1_2_, histocarbs1_.id_station as id_stati5_1_2_ from station station0_ left outer join histo_carb histocarbs1_ on station0_.id_station=histocarbs1_.id_station where station0_.id_station=?
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@11f9535b]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : adresse
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@1e236278]
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@44fff386]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.carburant
2020-12-26 02:47:13 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@76b47204]
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.date
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.prix
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : histoCarbs.station
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : histoCarbs.station
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : nomStation
2020-12-26 02:47:13 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : ville
2020-12-26 02:47:13 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-26 02:47:13 DEBUG LoadQueryJoinAndFetchProcessor:119 - processing queryspace <gen:0>
2020-12-26 02:47:13 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=ma.ac.fstt.sim.jpa.entities.Station)
    - Returns
       - EntityReturnImpl(entity=ma.ac.fstt.sim.jpa.entities.Station, querySpaceUid=<gen:0>, path=ma.ac.fstt.sim.jpa.entities.Station)
          - CollectionAttributeFetchImpl(collection=ma.ac.fstt.sim.jpa.entities.Station.histoCarbs, querySpaceUid=<gen:1>, path=ma.ac.fstt.sim.jpa.entities.Station.histoCarbs)
